,fecha,meteo,tipo_accidente,lesividad,distrito,direccion,horario,dia,festividad,lon,lat
2003,2017-09-17 11:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,CUESTA DE SAN VICENTE NUM                                                                            16 Madrid,Mañana,2017-09-17,Festivo,,
2004,2017-09-17 12:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE ALCALA - CALLE DEL MARQUES DE CASA RIERA Madrid,Mañana,2017-09-17,Festivo,,
2005,2017-09-17 12:00:00,Despejado,Colision,Leve,CHAMBERI                      ,CALLE DE SANTA ENGRACIA - CALLE DE VIRIATO Madrid,Mañana,2017-09-17,Festivo,,
2006,2017-09-18 10:00:00,Despejado,Caida,Leve,CHAMARTIN                     ,PASEO DE LA CASTELLANA NUM                                                                           112 Madrid,Mañana,2017-09-18,Laborable,,
2007,2017-09-18 16:00:00,Despejado,Colision,Leve,SAN BLAS                      ,AVENIDA DE LA INSTITUCIÓN LIBRE DE ENSEÑANZA NUM                                                     15 Madrid,Tarde,2017-09-18,Laborable,,
2008,2017-09-18 16:00:00,Despejado,Colision,Leve,SAN BLAS                      ,AVENIDA DE LA INSTITUCIÓN LIBRE DE ENSEÑANZA NUM                                                     15 Madrid,Tarde,2017-09-18,Laborable,,
2009,2017-09-18 19:00:00,Despejado,Caida,Leve,CIUDAD LINEAL                 ,CALLE DE ARTURO SORIA NUM                                                                            164 Madrid,Tarde,2017-09-18,Laborable,,
2010,2017-09-19 10:00:00,Despejado,Caida,Leve,RETIRO                        ,CALLE DEL DOCTOR ESQUERDO NUM                                                                        62 Madrid,Mañana,2017-09-19,Laborable,,
2011,2017-09-20 02:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE ARGUMOSA - RONDA DE ATOCHA Madrid,Noche,2017-09-20,Laborable,,
2012,2017-09-20 14:00:00,Despejado,Colision,Leve,TETUAN                        ,AVENIDA DEL DOCTOR FEDERICO RUBIO Y GALI - CALLE DE ALEJANDRO RODRIGUEZ Madrid,Tarde,2017-09-20,Laborable,,
2013,2017-09-20 19:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE ATOCHA NUM                                                                                  116 Madrid,Tarde,2017-09-20,Laborable,,
2014,2017-09-21 00:00:00,Despejado,Colision,Leve,USERA                         ,CALLE DE CERECINOS - CALLE DE MARCELO USERA Madrid,Noche,2017-09-21,Laborable,,
2015,2017-09-21 08:00:00,Despejado,Colision,Leve,SALAMANCA                     ,CALLE DE MARTINEZ IZQUIERDO NUM                                                                      62 Madrid,Mañana,2017-09-21,Laborable,,
2016,2017-09-21 08:00:00,Despejado,Imprudencia,Moderada,USERA                         ,CALLE DE MARCELO USERA - CALLE DE NICOLAS USERA Madrid,Mañana,2017-09-21,Laborable,,
2017,2017-09-21 13:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA               ,CALLE DE FERRAZ NUM                                                                                  4 Madrid,Tarde,2017-09-21,Laborable,,
2018,2017-09-21 18:00:00,Despejado,Caida,Leve,CHAMARTIN                     ,CALLE DEL PRINCIPE DE VERGARA NUM                                                                    142 Madrid,Tarde,2017-09-21,Laborable,,
2019,2017-09-22 13:00:00,Despejado,Caida,Leve,RETIRO                        ,CALLE DE CAVANILLES NUM                                                                              36 Madrid,Tarde,2017-09-22,Laborable,,
2020,2017-09-22 14:00:00,Despejado,Colision,Leve,CENTRO                        ,PLAZA DEL CAMPILLO DEL MUNDO NUEVO - RONDA DE TOLEDO Madrid,Tarde,2017-09-22,Laborable,,
2021,2017-09-22 17:00:00,Despejado,Caida,Leve,HORTALEZA                     ,AVENIDA DE FRANCISCO JAVIER SÁENZ DE OIZA - AVENIDA DE MANUEL FRAGA IRIBARNE Madrid,Tarde,2017-09-22,Laborable,,
2022,2017-09-22 18:00:00,Despejado,Imprudencia,Leve,SAN BLAS                      ,CALLE DE RUFINO GONZALEZ NUM                                                                         23 Madrid,Tarde,2017-09-22,Laborable,,
2023,2017-09-23 01:00:00,Despejado,Caida,Leve,SALAMANCA                     ,PASEO DE LA CASTELLANA - PLAZA DE COLON Madrid,Noche,2017-09-23,Laborable,,
2024,2017-09-23 11:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,CAMINO DEL HUMERA Madrid,Mañana,2017-09-23,Laborable,,
2025,2017-09-23 11:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,CAMINO DEL HUMERA Madrid,Mañana,2017-09-23,Laborable,,
2026,2017-09-23 12:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,PASEO DE MEDIANIL Madrid,Mañana,2017-09-23,Laborable,,
2027,2017-09-23 12:00:00,Despejado,Colision,Moderada,MONCLOA-ARAVACA               ,PASEO DE MEDIANIL Madrid,Mañana,2017-09-23,Laborable,,
2028,2017-09-23 13:00:00,Despejado,Imprudencia,Moderada,TETUAN                        ,PARQUE DE AGUSTIN RODRIGUEZ SAHAGUN Madrid,Tarde,2017-09-23,Laborable,,
2029,2017-09-23 19:00:00,Despejado,Caida,Leve,SALAMANCA                     ,CALLE DE JOSE ORTEGA Y GASSET - PASEO DE LA CASTELLANA Madrid,Tarde,2017-09-23,Laborable,,
2030,2017-09-24 05:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA               ,CALLE DE FERRAZ NUM                                                                                  4 Madrid,Noche,2017-09-24,Festivo,,
2031,2017-09-24 09:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE ATOCHA - PLAZA DE SANTA ANA Madrid,Mañana,2017-09-24,Festivo,,
2032,2017-09-24 13:00:00,Despejado,Colision,Grave,CARABANCHEL                   ,AVENIDA DE LA PRINCESA JUANA DE AUSTRIA - AVENIDA DE LOS POBLADOS Madrid,Tarde,2017-09-24,Festivo,,
2033,2017-09-24 17:00:00,Despejado,Colision,Leve,SALAMANCA                     ,CALLE DE ALCALA NUM                                                                                  204 Madrid,Tarde,2017-09-24,Festivo,,
2034,2017-09-24 19:00:00,Despejado,Colision,Leve,RETIRO                        ,AVENIDA DE LA CIUDAD DE BARCELONA NUM                                                                142 Madrid,Tarde,2017-09-24,Festivo,,
2035,2017-09-24 21:00:00,Despejado,Caida,Leve,USERA                         ,CAMINO DE PERALES NUM                                                                                14 Madrid,Noche,2017-09-24,Festivo,,
2036,2017-09-26 18:00:00,Despejado,Colision,Leve,SALAMANCA                     ,CALLE DE JOSE ORTEGA Y GASSET NUM                                                                    8 Madrid,Tarde,2017-09-26,Laborable,,
2037,2017-09-26 20:00:00,Despejado,Colision,Leve,CARABANCHEL                   ,AVENIDA DE LOS POBLADOS - CALLE  VIA LUSITANA Madrid,Tarde,2017-09-26,Laborable,,
2038,2017-09-27 02:00:00,Despejado,Caida,Leve,TETUAN                        ,CALLE DE PALENCIA NUM                                                                                32 Madrid,Noche,2017-09-27,Laborable,,
2039,2017-09-27 20:00:00,Despejado,Imprudencia,Moderada,USERA                         ,AVENIDA DE RAFAELA YBARRA NUM                                                                        30 Madrid,Tarde,2017-09-27,Laborable,,
2040,2017-09-27 21:00:00,Despejado,Colision,Leve,RETIRO                        ,PASEO DEL PRADO NUM                                                                                  7 Madrid,Noche,2017-09-27,Laborable,,
2041,2017-09-28 18:00:00,Despejado,Colision,Leve,HORTALEZA                     ,AVENIDA DE NICETO ALCALA ZAMORA - CALLE DE AMERICO CASTRO Madrid,Tarde,2017-09-28,Laborable,,
2042,2017-09-28 18:00:00,Despejado,Imprudencia,Leve,MONCLOA-ARAVACA               ,CALLE DE FERNANDEZ DE LOS RIOS - CALLE DE ISAAC PERAL Madrid,Tarde,2017-09-28,Laborable,,
2043,2017-09-28 21:00:00,Despejado,Caida,Leve,RETIRO                        ,AVENIDA DE MENENDEZ PELAYO NUM                                                                       51 Madrid,Noche,2017-09-28,Laborable,,
2044,2017-09-29 01:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE FUENCARRAL NUM                                                                              111 Madrid,Noche,2017-09-29,Laborable,,
2045,2017-09-29 02:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE ATOCHA NUM                                                                                  90 Madrid,Noche,2017-09-29,Laborable,,
2046,2017-09-29 08:00:00,Despejado,Colision,Leve,CARABANCHEL                   ,AVENIDA DE LOS POBLADOS - AVENIDA DEL EURO Madrid,Mañana,2017-09-29,Laborable,,
2047,2017-09-29 10:00:00,Despejado,Colision,Moderada,MORATALAZ                     ,CALLE DE LA FUENTE CARRANTONA NUM                                                                    31 Madrid,Mañana,2017-09-29,Laborable,,
2048,2017-09-29 14:00:00,Despejado,Colision,Leve,CHAMBERI                      ,CALLE DE ANDRES MELLADO - CALLE DE CEA BERMUDEZ Madrid,Tarde,2017-09-29,Laborable,,
2049,2017-09-29 15:00:00,Despejado,Caida,Leve,ARGANZUELA                    ,RONDA DE TOLEDO NUM                                                                                  10 Madrid,Tarde,2017-09-29,Laborable,,
2050,2017-09-29 16:00:00,Despejado,Colision,Grave,CIUDAD LINEAL                 ,CALLE DE ALCALA NUM                                                                                  303 Madrid,Tarde,2017-09-29,Laborable,,
2051,2017-09-30 19:00:00,Despejado,Caida,Leve,CHAMARTIN                     ,PASEO DE LA HABANA NUM                                                                               80 Madrid,Tarde,2017-09-30,Laborable,,
2052,2017-09-30 22:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO           ,CALLE DE FERMIN CABALLERO - CALLE DE LA ISLA DE AROSA Madrid,Noche,2017-09-30,Laborable,,
2053,2017-10-01 04:00:00,Despejado,Colision,Leve,CENTRO                        ,PASEO DEL PRADO NUM                                                                                  2 Madrid,Noche,2017-10-01,Festivo,,
2054,2017-10-01 07:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE TOLEDO NUM                                                                                  24 Madrid,Mañana,2017-10-01,Festivo,,
2055,2017-10-01 11:00:00,Despejado,Imprudencia,Leve,BARAJAS                       ,PARQUE DE JUAN CARLOS I NUM                                                                          1 Madrid,Mañana,2017-10-01,Festivo,,
2056,2017-10-01 13:00:00,Despejado,Colision,Grave,VILLA DE VALLECAS             ,AVENIDA DE LA GAVIA - CALLE DE ALAMEDA DEL VALLE Madrid,Tarde,2017-10-01,Festivo,,
2057,2017-10-01 18:00:00,Despejado,Colision,Leve,ARGANZUELA                    ,AVENIDA DE LA CIUDAD DE BARCELONA NUM                                                                2 Madrid,Tarde,2017-10-01,Festivo,,
2058,2017-10-02 09:00:00,Despejado,Caida,Leve,SALAMANCA                     ,CALLE DE JOSE ORTEGA Y GASSET NUM                                                                    19 Madrid,Mañana,2017-10-02,Laborable,,
2059,2017-10-02 15:00:00,Despejado,Colision,Leve,CHAMBERI                      ,CALLE DE DONOSO CORTES - CALLE DE HILARION ESLAVA Madrid,Tarde,2017-10-02,Laborable,,
2060,2017-10-02 20:00:00,Despejado,Imprudencia,Leve,CIUDAD LINEAL                 ,CALLE DE ASURA - CALLE DE ULISES Madrid,Tarde,2017-10-02,Laborable,,
2061,2017-10-02 20:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA               ,AVENIDA DE VALLADOLID NUM                                                                            5 Madrid,Tarde,2017-10-02,Laborable,,
2062,2017-10-03 12:00:00,Despejado,Caida,Leve,BARAJAS                       ,AVENIDA DE LOGROÑO - CALLE DE LOS JARDINES DE ARANJUEZ Madrid,Mañana,2017-10-03,Laborable,,
2063,2017-10-03 15:00:00,Despejado,Colision,Leve,CARABANCHEL                   ,CALLE DE LAS FLAUTAS - CALLE DEL JACOBEO Madrid,Tarde,2017-10-03,Laborable,,
2064,2017-10-03 15:00:00,Despejado,Colision,Leve,SAN BLAS                      ,CALLE DE JULIA GARCIA BOUTAN - CALLE DE SOFIA Madrid,Tarde,2017-10-03,Laborable,,
2065,2017-10-04 15:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE MIGUEL SERVET - CALLE DEL MESON DE PAREDES Madrid,Tarde,2017-10-04,Laborable,,
2066,2017-10-05 03:00:00,Despejado,Caida,Grave,CENTRO                        ,CALLE DE ATOCHA NUM                                                                                  114 Madrid,Noche,2017-10-05,Laborable,,
2067,2017-10-05 07:00:00,Despejado,Colision,Leve,ARGANZUELA                    ,GLORIETA DE LAS PIRAMIDES - PASEO DE LAS ACACIAS Madrid,Mañana,2017-10-05,Laborable,,
2068,2017-10-05 12:00:00,Despejado,Caida,Leve,VICALVARO                     ,CALLE DE JULIAN CAMARILLO - CALLE DE LOS HERMANOS GARCIA NOBLEJAS Madrid,Mañana,2017-10-05,Laborable,,
2069,2017-10-06 01:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE ALONSO CANO NUM                                                                             53 Madrid,Noche,2017-10-06,Laborable,,
2070,2017-10-06 11:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,PASEO DEL PIÑONERO NUM                                                                               1 Madrid,Mañana,2017-10-06,Laborable,,
2071,2017-10-07 10:00:00,Despejado,Caida,Leve,TETUAN                        ,PASEO DE LA CASTELLANA NUM                                                                           121 Madrid,Mañana,2017-10-07,Laborable,,
2072,2017-10-07 18:00:00,Despejado,Colision,Leve,SAN BLAS                      ,CALLE DE JULIA GARCIA BOUTAN NUM                                                                     5 Madrid,Tarde,2017-10-07,Laborable,,
2073,2017-10-07 23:00:00,Despejado,Imprudencia,Moderada,CHAMBERI                      ,CALLE DE LUCHANA NUM                                                                                 21 Madrid,Noche,2017-10-07,Laborable,,
2074,2017-10-08 15:00:00,Despejado,Caida,Leve,ARGANZUELA                    ,CALLE DE SEGOVIA NUM                                                                                 49 Madrid,Tarde,2017-10-08,Festivo,,
2075,2017-10-08 17:00:00,Despejado,Imprudencia,Leve,HORTALEZA                     ,CARRIL  ANILLO VERDE CICLISTA KM.                                                                    7800 Madrid,Tarde,2017-10-08,Festivo,,
2076,2017-10-09 12:00:00,Despejado,Colision,Leve,CIUDAD LINEAL                 ,CALLE DE AGASTIA - CALLE DE JUAN PEREZ ZUÑIGA Madrid,Mañana,2017-10-09,Laborable,,
2077,2017-10-10 08:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE JOSE ABASCAL NUM                                                                            56 Madrid,Mañana,2017-10-10,Laborable,,
2078,2017-10-10 18:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE SEGOVIA NUM                                                                                 19 Madrid,Tarde,2017-10-10,Laborable,,
2079,2017-10-10 18:00:00,Despejado,Colision,Leve,CENTRO                        ,PASEO DEL PRADO NUM                                                                                  26 Madrid,Tarde,2017-10-10,Laborable,,
2080,2017-10-11 07:00:00,Despejado,Colision,Leve,VICALVARO                     ,AVENIDA DE LA GRAN VIA DEL ESTE - AVENIDA DE LAS COMUNIDADES Madrid,Mañana,2017-10-11,Laborable,,
2081,2017-10-11 19:00:00,Despejado,Colision,Leve,CHAMBERI                      ,PASEO DE LA CASTELLANA - PLAZA DE SAN JUAN DE LA CRUZ Madrid,Tarde,2017-10-11,Laborable,,
2082,2017-10-11 22:00:00,Despejado,Colision,Leve,CHAMBERI                      ,CALLE DE MALAGA - CALLE DE ZURBANO Madrid,Noche,2017-10-11,Laborable,,
2083,2017-10-12 14:00:00,Despejado,Imprudencia,Moderada,CENTRO                        ,CALLE  MAYOR NUM                                                                                     8 Madrid,Tarde,2017-10-12,Festivo,,
2084,2017-10-12 18:00:00,Despejado,Colision,Leve,SAN BLAS                      ,CALLE DE DRESDE NUM                                                                                  1 Madrid,Tarde,2017-10-12,Festivo,,
2085,2017-10-12 22:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE SAN BERNARDO NUM                                                                            40 Madrid,Noche,2017-10-12,Festivo,,
2086,2017-10-12 23:00:00,Despejado,Colision,Leve,CENTRO                        ,PLAZA DEL CELENQUE NUM                                                                               1 Madrid,Noche,2017-10-12,Festivo,,
2087,2017-10-14 07:00:00,Despejado,Colision,Leve,CARABANCHEL                   ,CALLE DE ANTONIO DE LEYVA NUM                                                                        1 Madrid,Mañana,2017-10-14,Laborable,,
2088,2017-10-14 15:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS            ,AVENIDA DE LA ALBUFERA - AVENIDA DE PABLO NERUDA Madrid,Tarde,2017-10-14,Laborable,,
2089,2017-10-15 11:00:00,Despejado,Caida,Leve,RETIRO                        ,PARQUE DEL RETIRO Madrid,Mañana,2017-10-15,Festivo,,
2090,2017-10-15 13:00:00,Despejado,Colision,Leve,LATINA                        ,CALLE  VIA CARPETANA - PASEO DE LA ERMITA DEL SANTO Madrid,Tarde,2017-10-15,Festivo,,
2091,2017-10-15 16:00:00,Despejado,Colision,Leve,USERA                         ,CALLE DEL DOCTOR TOLOSA LATOUR NUM                                                                   16 Madrid,Tarde,2017-10-15,Festivo,,
2092,2017-10-16 02:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE  GRAN VIA - CALLE DE SAN BERNARDO Madrid,Noche,2017-10-16,Laborable,,
2093,2017-10-16 11:00:00,Despejado,Caida,Leve,FUENCARRAL-EL PARDO           ,CALLE DE CASTIELLO DE JACA NUM                                                                       39 Madrid,Mañana,2017-10-16,Laborable,,
2094,2017-10-16 12:00:00,Despejado,Colision,Leve,SAN BLAS                      ,AUTOVIA  M-40 - AVENIDA DE CANILLEJAS A VICALVARO Madrid,Mañana,2017-10-16,Laborable,,
2095,2017-10-17 02:00:00,Despejado,Caida,Grave,SALAMANCA                     ,CALLE DE SERRANO NUM                                                                                 20 Madrid,Noche,2017-10-17,Laborable,,
2096,2017-10-17 15:00:00,Despejado,Colision,Leve,RETIRO                        ,CALLE DEL DOCTOR ESQUERDO NUM                                                                        102 Madrid,Tarde,2017-10-17,Laborable,,
2097,2017-10-19 09:00:00,Niebla,Colision,Leve,TETUAN                        ,CALLE DE BRAVO MURILLO NUM                                                                           176 Madrid,Mañana,2017-10-19,Laborable,,
2098,2017-10-19 18:00:00,Despejado,Colision,Leve,TETUAN                        ,CALLE DE GOIRI NUM                                                                                   4 Madrid,Tarde,2017-10-19,Laborable,,
2099,2017-10-19 19:00:00,Despejado,Colision,Leve,VILLA DE VALLECAS             ,AVENIDA DE SANTA EUGENIA - CALLE  REAL DE ARGANDA Madrid,Tarde,2017-10-19,Laborable,,
2100,2017-10-20 17:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS            ,CALLE DEL DOCTOR SALGADO - CALLE DEL MONTE OLIVETTI Madrid,Tarde,2017-10-20,Laborable,,
2101,2017-10-20 20:00:00,Despejado,Caida,Leve,USERA                         ,CALLE DE LA MEZQUITA - CAMINO DE PERALES Madrid,Tarde,2017-10-20,Laborable,,
2102,2017-10-21 11:00:00,Despejado,Caida,Leve,TETUAN                        ,PASEO DE LA CASTELLANA NUM                                                                           105 Madrid,Mañana,2017-10-21,Laborable,,
2103,2017-10-21 12:00:00,Despejado,Imprudencia,Moderada,CARABANCHEL                   ,CALLE DE BALEARES - PASEO DE SANTA MARIA DE LA CABEZA Madrid,Mañana,2017-10-21,Laborable,,
2104,2017-10-21 13:00:00,Despejado,Colision,Leve,LATINA                        ,CALLE DE LA VIDAUBA NUM                                                                              1 Madrid,Tarde,2017-10-21,Laborable,,
2105,2017-10-21 13:00:00,Despejado,Colision,Leve,LATINA                        ,CALLE DE LA VIDAUBA NUM                                                                              1 Madrid,Tarde,2017-10-21,Laborable,,
2106,2017-10-22 19:00:00,Despejado,Colision,Leve,CHAMBERI                      ,CALLE DE GENOVA NUM                                                                                  7 Madrid,Tarde,2017-10-22,Festivo,,
2107,2017-10-23 09:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,AVENIDA DE VALLADOLID - PLAZA DE LA REPUBLICA DE CHILE Madrid,Mañana,2017-10-23,Laborable,,
2108,2017-10-23 16:00:00,Despejado,Colision,Leve,USERA                         ,CALLE DEL CRISTO DE LA VICTORIA NUM                                                                  47 Madrid,Tarde,2017-10-23,Laborable,,
2109,2017-10-23 17:00:00,Despejado,Colision,Leve,CHAMARTIN                     ,CALLE DE CORAZON DE MARIA - CALLE DE RAMOS CARRION Madrid,Tarde,2017-10-23,Laborable,,
2110,2017-10-23 19:00:00,Despejado,Imprudencia,Leve,USERA                         ,AVENIDA DE RAFAELA YBARRA - CALLE DE LEIZA Madrid,Tarde,2017-10-23,Laborable,,
2111,2017-10-24 12:00:00,Despejado,Colision,Leve,CARABANCHEL                   ,AVENIDA DE LOS POBLADOS - CALLE DE LA SECOYA Madrid,Mañana,2017-10-24,Laborable,,
2112,2017-10-24 15:00:00,Despejado,Caida,Leve,RETIRO                        ,CALLE DE ANGEL GANIVET NUM                                                                           28 Madrid,Tarde,2017-10-24,Laborable,,
2113,2017-10-24 21:00:00,Despejado,Caida,Grave,CENTRO                        ,CALLE DE CARRETAS NUM                                                                                14 Madrid,Noche,2017-10-24,Laborable,,
2114,2017-10-25 13:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DEL MARQUES DE LA ENSENADA NUM                                                                 2 Madrid,Tarde,2017-10-25,Laborable,,
2115,2017-10-25 18:00:00,Despejado,Colision,Leve,ARGANZUELA                    ,CALLE DE SANTA MARIA LA REAL DE NIEVA - PASEO  IMPERIAL Madrid,Tarde,2017-10-25,Laborable,,
2116,2017-10-25 18:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE SANTA ENGRACIA NUM                                                                          101 Madrid,Tarde,2017-10-25,Laborable,,
2117,2017-10-25 19:00:00,Despejado,Caida,Leve,CENTRO                        ,PLAZA DE ESPAÑA NUM                                                                                  8 Madrid,Tarde,2017-10-25,Laborable,,
2118,2017-10-25 21:00:00,Despejado,Colision,Leve,CHAMBERI                      ,CALLE DE ZURBARAN - CALLE DEL MONTE ESQUINZA Madrid,Noche,2017-10-25,Laborable,,
2119,2017-10-25 21:00:00,Despejado,Caida,Leve,FUENCARRAL-EL PARDO           ,CALLE DE LA SIERRA DE ATAPUERCA - CALLE DE PALAS DE REY Madrid,Noche,2017-10-25,Laborable,,
2120,2017-10-26 14:00:00,Despejado,Colision,Grave,CARABANCHEL                   ,AVENIDA DE LOS POBLADOS - AVENIDA DEL EURO Madrid,Tarde,2017-10-26,Laborable,,
2121,2017-10-26 21:00:00,Despejado,Imprudencia,Moderada,FUENCARRAL-EL PARDO           ,AVENIDA DEL MONASTERIO DE SILOS - CALLE DEL MONASTERIO DE EL PAULAR Madrid,Noche,2017-10-26,Laborable,,
2122,2017-10-27 04:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE LA FE - CALLE DE ZURITA Madrid,Noche,2017-10-27,Laborable,,
2123,2017-10-27 08:00:00,Despejado,Caida,Leve,CENTRO                        ,PLAZA DE SANTA BARBARA NUM                                                                           3 Madrid,Mañana,2017-10-27,Laborable,,
2124,2017-10-27 09:00:00,Despejado,Colision,Leve,CHAMBERI                      ,CALLE DE FUENCARRAL NUM                                                                              131 Madrid,Mañana,2017-10-27,Laborable,,
2125,2017-10-27 14:00:00,Despejado,Colision,Leve,SALAMANCA                     ,CALLE DE FRANCISCO SANTOS - CALLE DE MARTINEZ IZQUIERDO Madrid,Tarde,2017-10-27,Laborable,,
2126,2017-10-27 21:00:00,Despejado,Colision,Leve,SAN BLAS                      ,CALLE DE ALBASANZ - CALLE DE RUFINO GONZALEZ Madrid,Noche,2017-10-27,Laborable,,
2127,2017-10-28 00:00:00,Despejado,Colision,Moderada,SALAMANCA                     ,CALLE DE ALCALA - PLAZA DE MANUEL BECERRA Madrid,Noche,2017-10-28,Laborable,,
2128,2017-10-28 11:00:00,Despejado,Colision,Leve,CARABANCHEL                   ,CALLE DE LA DOBLA NUM                                                                                5 Madrid,Mañana,2017-10-28,Laborable,,
2129,2017-10-28 14:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE SANTA ENGRACIA NUM                                                                          39 Madrid,Tarde,2017-10-28,Laborable,,
2130,2017-10-29 04:00:00,Despejado,Colision,Grave,CHAMARTIN                     ,CALLE DE JOAQUIN COSTA NUM                                                                           21 Madrid,Noche,2017-10-29,Festivo,,
2131,2017-10-29 04:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE BRAVO MURILLO NUM                                                                           62 Madrid,Noche,2017-10-29,Festivo,,
2132,2017-10-29 13:00:00,Despejado,Caida,Leve,CARABANCHEL                   ,AVENIDA DEL MANZANARES NUM                                                                           158 Madrid,Tarde,2017-10-29,Festivo,,
2133,2017-10-29 16:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE JOSE ABASCAL NUM                                                                            48 Madrid,Tarde,2017-10-29,Festivo,,
2134,2017-10-29 16:00:00,Despejado,Imprudencia,Leve,MORATALAZ                     ,CALLE DE TIMANFAYA NUM                                                                               2 Madrid,Tarde,2017-10-29,Festivo,,
2135,2017-10-29 20:00:00,Despejado,Caida,Grave,CHAMBERI                      ,CALLE DE FERNANDEZ DE LOS RIOS - CALLE DE ISAAC PERAL Madrid,Tarde,2017-10-29,Festivo,,
2136,2017-10-29 22:00:00,Despejado,Colision,Leve,SALAMANCA                     ,CALLE DEL GENERAL ORAA - PASEO DE LA CASTELLANA Madrid,Noche,2017-10-29,Festivo,,
2137,2017-10-30 05:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DEL DOCTOR CORTEZO NUM                                                                         3 Madrid,Noche,2017-10-30,Laborable,,
2138,2017-10-30 18:00:00,Despejado,Caida,Leve,ARGANZUELA                    ,CALLE DEL HIERRO NUM                                                                                 21 Madrid,Tarde,2017-10-30,Laborable,,
2139,2017-10-31 09:00:00,Despejado,Caida,Leve,FUENCARRAL-EL PARDO           ,AVENIDA DEL LLANO CASTELLANO NUM                                                                     43 Madrid,Mañana,2017-10-31,Laborable,,
2140,2017-10-31 18:00:00,Despejado,Imprudencia,Leve,CARABANCHEL                   ,CARRIL  ANILLO VERDE CICLISTA KM.                                                                    33400 Madrid,Tarde,2017-10-31,Laborable,,
2141,2017-11-01 05:00:00,Despejado,Caida,Leve,RETIRO                        ,AVENIDA DE LA CIUDAD DE BARCELONA NUM                                                                180 Madrid,Noche,2017-11-01,Festivo,,
2142,2017-11-01 11:00:00,Despejado,Caida,Leve,RETIRO                        ,PLAZA DE LA INDEPENDENCIA NUM                                                                        8 Madrid,Mañana,2017-11-01,Festivo,,
2143,2017-11-01 14:00:00,Despejado,Caida,Leve,TETUAN                        ,CALLE DEL MARQUES DE VIANA NUM                                                                       20 Madrid,Tarde,2017-11-01,Festivo,,
2144,2017-11-02 08:00:00,Despejado,Caida,Leve,RETIRO                        ,CALLE DE ANTONIO ACUÑA NUM                                                                           18 Madrid,Mañana,2017-11-02,Laborable,,
2145,2017-11-02 14:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,AVENIDA DE LOS REYES CATOLICOS NUM                                                                   2 Madrid,Tarde,2017-11-02,Laborable,,
2146,2017-11-02 19:00:00,Despejado,Colision,Leve,SAN BLAS                      ,AVENIDA DE ARCENTALES NUM                                                                            7 Madrid,Tarde,2017-11-02,Laborable,,
2147,2017-11-04 09:00:00,Lluvia,Colision,Leve,CARABANCHEL                   ,AVENIDA DE LOS POBLADOS - CALLE  VIA LUSITANA Madrid,Mañana,2017-11-04,Laborable,,
2148,2017-11-04 15:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE SAN BERNARDO NUM                                                                            45 Madrid,Tarde,2017-11-04,Laborable,,
2149,2017-11-06 08:00:00,Despejado,Colision,Leve,SALAMANCA                     ,CALLE DE FRANCISCO SILVELA NUM                                                                       11 Madrid,Mañana,2017-11-06,Laborable,,
2150,2017-11-06 18:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE RAIMUNDO FERNANDEZ VILLAVERDE NUM                                                           30 Madrid,Tarde,2017-11-06,Laborable,,
2151,2017-11-06 20:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE SEGOVIA - RONDA DE SEGOVIA Madrid,Tarde,2017-11-06,Laborable,,
