fecha,meteo,tipo_accidente,lesividad,distrito,direccion,horario,dia,festividad,lon,lat
2018-06-29 17:00:00,Despejado,Caida,Grave,RETIRO                        ,PASEO DEL FERNAN NUÑEZ Madrid,Tarde,2018-06-29,Laborable,-3.680099299999999,40.41627260000001
2018-06-29 19:00:00,Despejado,Imprudencia,Leve,SALAMANCA                     ,CALLE DE ALCALA NUM                                                                                  96 Madrid,Tarde,2018-06-29,Laborable,-3.6761115,40.4243719
2018-06-30 13:00:00,Lluvia,Caida,Leve,MONCLOA-ARAVACA               ,CALLE DE CADARSO - CALLE DE IRUN Madrid,Tarde,2018-06-30,Laborable,-3.715698599999999,40.4224921
2018-06-30 18:00:00,Despejado,Caida,Leve,PUENTE DE VALLECAS            ,AVENIDA DE LA ALBUFERA NUM                                                                           136 Madrid,Tarde,2018-06-30,Laborable,-3.6571584,40.3917777
2018-06-30 20:00:00,Despejado,Colision,Grave,FUENCARRAL-EL PARDO           ,CALLE DEL MONASTERIO DE EL PAULAR NUM                                                                136 Madrid,Tarde,2018-06-30,Laborable,-3.7014035,40.4999697
2018-07-01 15:00:00,Despejado,Colision,Moderada,CENTRO                        ,CALLE DE ALBERTO AGUILERA - CALLE DE BALTASAR GRACIAN Madrid,Tarde,2018-07-01,Festivo,-3.7105083,40.4301021
2018-07-01 15:00:00,Despejado,Caida,Leve,SAN BLAS                      ,CALLE DE AQUITANIA NUM                                                                               2 Madrid,Tarde,2018-07-01,Festivo,-3.62201,40.4171539
2018-07-01 21:00:00,Despejado,Caida,Leve,CARABANCHEL                   ,PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                              3650 Madrid,Noche,2018-07-01,Festivo,-3.7233662,40.4116765
2018-07-02 19:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE JOSE ABASCAL NUM                                                                            40 Madrid,Tarde,2018-07-02,Laborable,-3.6949527,40.4379261
2018-07-02 19:00:00,Despejado,Caida,Leve,LATINA                        ,CALLE DE VALMOJADO NUM                                                                               99 Madrid,Tarde,2018-07-02,Laborable,-3.757857999999999,40.39413220000001
2018-07-04 01:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE ATOCHA NUM                                                                                  62 Madrid,Noche,2018-07-04,Laborable,-3.698414799999999,40.4118777
2018-07-04 11:00:00,Despejado,Caida,Leve,LATINA                        ,CALLE DE ALLENDE Madrid,Mañana,2018-07-04,Laborable,-3.7577804,40.362715
2018-07-05 09:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE SANTA ENGRACIA NUM                                                                          115 Madrid,Mañana,2018-07-05,Laborable,-3.7004623,40.4380285
2018-07-05 18:00:00,Despejado,Colision,Leve,HORTALEZA                     ,CALLE DE SANTA SUSANA NUM                                                                            55 Madrid,Tarde,2018-07-05,Laborable,-3.647987399999999,40.4803555
2018-07-05 18:00:00,Despejado,Colision,Leve,HORTALEZA                     ,CALLE DE SANTA SUSANA NUM                                                                            55 Madrid,Tarde,2018-07-05,Laborable,-3.647987399999999,40.4803555
2018-07-05 19:00:00,Despejado,Imprudencia,Leve,ARGANZUELA                    ,PASEO DE LA ESPERANZA NUM                                                                            12 Madrid,Tarde,2018-07-05,Laborable,-3.7031919,40.3988976
2018-07-05 21:00:00,Despejado,Colision,Leve,ARGANZUELA                    ,PASEO DE LAS DELICIAS - PLAZA DEL EMPERADOR CARLOS V Madrid,Noche,2018-07-05,Laborable,-3.6932382,40.4070762
2018-07-05 21:00:00,Despejado,Colision,Leve,CHAMBERI                      ,CALLE DE SAN BERNARDO NUM                                                                            98 Madrid,Noche,2018-07-05,Laborable,-3.70533,40.4304
2018-07-06 08:00:00,Despejado,Caida,Grave,CIUDAD LINEAL                 ,CALLE DE ARTURO SORIA NUM                                                                            220 Madrid,Mañana,2018-07-06,Laborable,-3.6634565,40.4619795
2018-07-06 10:00:00,Despejado,Caida,Leve,PUENTE DE VALLECAS            ,AVENIDA DE MIGUEL HERNANDEZ NUM                                                                      96 Madrid,Mañana,2018-07-06,Laborable,-3.644255,40.3812673
2018-07-06 19:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE JOSE ABASCAL NUM                                                                            50 Madrid,Tarde,2018-07-06,Laborable,-3.6931545,40.4378912
2018-07-07 00:00:00,Despejado,Imprudencia,Leve,CENTRO                        ,CALLE DE HORTALEZA NUM                                                                               26 Madrid,Noche,2018-07-07,Laborable,-3.700138,40.4214237
2018-07-07 00:00:00,Despejado,Imprudencia,Leve,SALAMANCA                     ,CALLE DE ALCALA - CALLE DE ROBERTO DOMINGO Madrid,Noche,2018-07-07,Laborable,-3.6620487,40.4312619
2018-07-07 20:00:00,Despejado,Colision,Leve,RETIRO                        ,CALLE DE ALFONSO XII NUM                                                                             30 Madrid,Tarde,2018-07-07,Laborable,-3.6893051,40.4149508
2018-07-08 10:00:00,Despejado,Imprudencia,Moderada,CENTRO                        ,CALLE DE LAS HUERTAS NUM                                                                             13 Madrid,Mañana,2018-07-08,Festivo,-3.7005575,40.4140442
2018-07-08 18:00:00,Despejado,Caida,Grave,CARABANCHEL                   ,AVENIDA DEL MANZANARES NUM                                                                           58 Madrid,Tarde,2018-07-08,Festivo,-3.7233393,40.4026296
2018-07-10 07:00:00,Despejado,Colision,Leve,ARGANZUELA                    ,CALLE DE MELILLA - PASEO DE LAS ACACIAS Madrid,Mañana,2018-07-10,Laborable,-3.71134,40.4023229
2018-07-10 15:00:00,Despejado,Caida,Moderada,MONCLOA-ARAVACA               ,PASEO DE LA VENTA NUM                                                                                1 Madrid,Tarde,2018-07-10,Laborable,-3.7528559,40.4077495
2018-07-10 19:00:00,Despejado,Colision,Leve,CHAMBERI                      ,CALLE DE FUENCARRAL NUM                                                                              123 Madrid,Tarde,2018-07-10,Laborable,-3.7034155,40.4306408
2018-07-11 00:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE PONCE DE LEON - CALLE DE SANTA ENGRACIA Madrid,Noche,2018-07-11,Laborable,-3.6992452,40.4360834
2018-07-11 13:00:00,Despejado,Imprudencia,Moderada,BARAJAS                       ,AVENIDA DEL CONSEJO DE EUROPA NUM                                                                    2 Madrid,Tarde,2018-07-11,Laborable,-3.6158008,40.4583935
2018-07-12 15:00:00,Despejado,Colision,Leve,MORATALAZ                     ,AVENIDA DEL DOCTOR GARCIA TAPIA NUM                                                                  216 Madrid,Tarde,2018-07-12,Laborable,-3.6322623,40.4075263
2018-07-12 18:00:00,Despejado,Colision,Leve,VICALVARO                     ,BULEVAR DE INDALECIO PRIETO NUM                                                                      23 Madrid,Tarde,2018-07-12,Laborable,-3.6207751,40.3992453
2018-07-12 21:00:00,Despejado,Colision,Leve,CHAMBERI                      ,CALLE DE ELOY GONZALO - CALLE DEL GENERAL ALVAREZ DE CASTRO Madrid,Noche,2018-07-12,Laborable,-3.7019839,40.4343013
2018-07-13 00:00:00,Despejado,Colision,Moderada,RETIRO                        ,PASEO DEL PRADO - PLAZA DE LA LEALTAD Madrid,Noche,2018-07-13,Laborable,-3.6935372,40.4153481
2018-07-13 11:00:00,Despejado,Caida,Leve,HORTALEZA                     ,AVENIDA DE FRANCISCO JAVIER SÁENZ DE OIZA NUM                                                        15 Madrid,Mañana,2018-07-13,Laborable,-3.6075677,40.5005367
2018-07-13 19:00:00,Despejado,Caida,Grave,LATINA                        ,CALLE DE LOS YEBENES NUM                                                                             30 Madrid,Tarde,2018-07-13,Laborable,-3.7545197,40.3967307
2018-07-14 05:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE LAS FUENTES - CALLE DEL ARENAL Madrid,Noche,2018-07-14,Laborable,-3.7085565,40.4177835
2018-07-14 14:00:00,Despejado,Colision,Leve,CARABANCHEL                   ,AVENIDA DE LA PRINCESA JUANA DE AUSTRIA - AVENIDA DE LOS POBLADOS Madrid,Tarde,2018-07-14,Laborable,-3.71934,40.37465
2018-07-14 16:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS            ,CALLE DEL PUERTO ALTO NUM                                                                            27 Madrid,Tarde,2018-07-14,Laborable,-3.6678144,40.3935828
2018-07-16 13:00:00,Despejado,Colision,Leve,CHAMBERI                      ,CALLE DE ZURBANO - PLAZA DE SAN JUAN DE LA CRUZ Madrid,Tarde,2018-07-16,Laborable,-3.6926105,40.4409488
2018-07-16 17:00:00,Despejado,Imprudencia,Moderada,MORATALAZ                     ,CALLE DEL ARROYO FONTARRON NUM                                                                       79 Madrid,Tarde,2018-07-16,Laborable,-3.6483239,40.401197
2018-07-17 21:00:00,Despejado,Caida,Moderada,CENTRO                        ,PASEO DEL PRADO NUM                                                                                  34 Madrid,Noche,2018-07-17,Laborable,-3.6931296,40.4111512
2018-07-18 13:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,CALLE DE ARRIAZA - CUESTA DE SAN VICENTE Madrid,Tarde,2018-07-18,Laborable,-3.7155271,40.4204324
2018-07-19 10:00:00,Despejado,Colision,Leve,RETIRO                        ,CALLE DE FERNAN GONZALEZ NUM                                                                         39 Madrid,Mañana,2018-07-19,Laborable,-3.6743126,40.4208112
2018-07-19 15:00:00,Despejado,Caida,Grave,CHAMARTIN                     ,PASEO DE LA CASTELLANA NUM                                                                           244 Madrid,Tarde,2018-07-19,Laborable,-3.6874963,40.4707468
2018-07-19 16:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE ATOCHA NUM                                                                                  119 Madrid,Tarde,2018-07-19,Laborable,-3.6942065,40.4101479
2018-07-19 17:00:00,Despejado,Colision,Leve,SALAMANCA                     ,CALLE DE ALCALA - PLAZA DE LA INDEPENDENCIA Madrid,Tarde,2018-07-19,Laborable,-3.6882209,40.4199114
2018-07-19 19:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE TOLEDO NUM                                                                                  25 Madrid,Tarde,2018-07-19,Laborable,-3.7073505,40.4138355
2018-07-19 19:00:00,Despejado,Caida,Leve,TETUAN                        ,CALLE DEL MARQUES DE VIANA NUM                                                                       38 Madrid,Tarde,2018-07-19,Laborable,-3.7018893,40.46273770000001
2018-07-19 21:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,PASEO DE LA FLORIDA NUM                                                                              59 Madrid,Noche,2018-07-19,Laborable,-3.7254,40.42452
2018-07-20 10:00:00,Despejado,Imprudencia,Leve,LATINA                        ,PARQUE DE LAS CRUCES Madrid,Mañana,2018-07-20,Laborable,-3.7589181,40.377719
2018-07-20 15:00:00,Despejado,Colision,Leve,MORATALAZ                     ,CALLE DE LA HACIENDA DE PAVONES - CALLE DEL ARROYO FONTARRON Madrid,Tarde,2018-07-20,Laborable,-3.6283866,40.3989601
2018-07-21 13:00:00,Despejado,Caida,Grave,BARAJAS                       ,PARQUE DE JUAN CARLOS I NUM                                                                          1 Madrid,Tarde,2018-07-21,Laborable,-3.6050151,40.4609216
2018-07-22 15:00:00,Despejado,Caida,Leve,ARGANZUELA                    ,CALLE DEL PARROCO EUSEBIO CUENCA NUM                                                                 58 Madrid,Tarde,2018-07-22,Festivo,-3.6878767,40.39430189999999
2018-07-23 09:00:00,Despejado,Caida,Leve,CARABANCHEL                   ,AVENIDA DEL MANZANARES NUM                                                                           156 Madrid,Mañana,2018-07-23,Laborable,-3.7095712,40.3959447
2018-07-23 13:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE LA PALMA - CALLE DE SAN ANDRES Madrid,Tarde,2018-07-23,Laborable,-3.7037518,40.4263094
2018-07-23 20:00:00,Despejado,Colision,Leve,LATINA                        ,CALLE DE LA HUERTA DE CASTAÑEDA - PASEO DE LOS OLIVOS Madrid,Tarde,2018-07-23,Laborable,-3.7419477,40.4057472
2018-07-24 11:00:00,Despejado,Imprudencia,Moderada,SAN BLAS                      ,PASEO DE GINEBRA NUM                                                                                 13 Madrid,Mañana,2018-07-24,Laborable,-3.6046641,40.42488609999999
2018-07-24 16:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE ALCALA NUM                                                                                  44 Madrid,Tarde,2018-07-24,Laborable,-3.6960347,40.4184039
2018-07-24 16:00:00,Despejado,Imprudencia,Moderada,SALAMANCA                     ,CALLE DE FRANCISCO SILVELA - PLAZA DE MANUEL BECERRA Madrid,Tarde,2018-07-24,Laborable,-3.6691459,40.4282589
2018-07-25 15:00:00,Despejado,Colision,Moderada,CENTRO                        ,CALLE DE CARRETAS - PLAZA DE LA PUERTA DEL SOL Madrid,Tarde,2018-07-25,Laborable,-3.7032199,40.4153838
2018-07-25 18:00:00,Despejado,Colision,Leve,RETIRO                        ,PASEO DEL PRADO NUM                                                                                  13 Madrid,Tarde,2018-07-25,Laborable,-3.694130899999999,40.4142894
2018-07-27 12:00:00,Despejado,Caida,Leve,RETIRO                        ,PARQUE DEL RETIRO Madrid,Mañana,2018-07-27,Laborable,-3.6844995,40.4152606
2018-07-27 19:00:00,Despejado,Caida,Moderada,CHAMARTIN                     ,CALLE DEL PRINCIPE DE VERGARA - PLAZA DE CATALUÑA Madrid,Tarde,2018-07-27,Laborable,-3.6777908,40.4489275
2018-07-28 12:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,CAMINO DE VALDEZA - PLAZA DE LAS MORERAS Madrid,Mañana,2018-07-28,Laborable,-3.7335656,40.4242773
2018-07-28 12:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,CAMINO DE VALDEZA - PLAZA DE LAS MORERAS Madrid,Mañana,2018-07-28,Laborable,-3.7335656,40.4242773
2018-07-28 21:00:00,Despejado,Colision,Grave,CENTRO                        ,PLAZA DEL EMPERADOR CARLOS V - RONDA DE ATOCHA Madrid,Noche,2018-07-28,Laborable,-3.6937181,40.4071179
2018-07-28 21:00:00,Despejado,Caida,Grave,HORTALEZA                     ,CALLE DE PRINCESA DE EBOLI NUM                                                                       7 Madrid,Noche,2018-07-28,Laborable,-3.6562029,40.48686259999999
2018-07-29 11:00:00,Despejado,Colision,Grave,MONCLOA-ARAVACA               ,CAMINO DEL RUISEÑOR - PASEO DE LOS CASTAÑOS Madrid,Mañana,2018-07-29,Festivo,-3.7037902,40.4167754
2018-07-29 11:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,CAMINO DEL RUISEÑOR - PASEO DE LOS CASTAÑOS Madrid,Mañana,2018-07-29,Festivo,-3.7037902,40.4167754
2018-07-30 00:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE ZURBARAN - PASEO DE LA CASTELLANA Madrid,Noche,2018-07-30,Laborable,-3.6893467,40.4293993
2018-07-30 08:00:00,Despejado,Colision,Leve,RETIRO                        ,PASEO DEL PRADO NUM                                                                                  13 Madrid,Mañana,2018-07-30,Laborable,-3.694130899999999,40.4142894
2018-07-30 18:00:00,Despejado,Caida,Moderada,CIUDAD LINEAL                 ,CALLE DE FRANCISCO RIOJA - CALLE DE GREGORIO DONAS Madrid,Tarde,2018-07-30,Laborable,-3.6391233,40.4299143
2018-07-30 18:00:00,Despejado,Caida,Leve,CIUDAD LINEAL                 ,CALLE DE FRANCISCO RIOJA - CALLE DE GREGORIO DONAS Madrid,Tarde,2018-07-30,Laborable,-3.6391233,40.4299143
2018-07-30 18:00:00,Despejado,Caida,Leve,HORTALEZA                     ,AVENIDA DE LOS ANDES - CALLE DE BOJ Madrid,Tarde,2018-07-30,Laborable,-3.618715,40.4562969
2018-08-01 07:00:00,Despejado,Colision,Leve,VICALVARO                     ,CALLE DE BOYER NUM                                                                                   32 Madrid,Mañana,2018-08-01,Laborable,-3.5862238,40.4050083
2018-08-01 18:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE BAILEN - PLAZA DE ARMERIA Madrid,Tarde,2018-08-01,Laborable,-3.7152658,40.4168523
2018-08-01 19:00:00,Despejado,Caida,Leve,CARABANCHEL                   ,AVENIDA DE LA PESETA - CALLE DEL PINAR DE SAN JOSE Madrid,Tarde,2018-08-01,Laborable,-3.7627645,40.3639677
2018-08-02 18:00:00,Despejado,Caida,Leve,SAN BLAS                      ,AVENIDA DE LUIS ARAGONÉS - CALLE DE SAN HILARIO Madrid,Tarde,2018-08-02,Laborable,-3.6051202,40.4462893
2018-08-02 19:00:00,Despejado,Colision,Leve,HORTALEZA                     ,AUTOVIA  M-40 - CALLE DEL ACONCAGUA Madrid,Tarde,2018-08-02,Laborable,-3.6970276,40.36453909999999
2018-08-03 02:00:00,Despejado,Colision,Leve,TETUAN                        ,CALLE DE SOR ANGELA DE LA CRUZ - PLAZA DE CUZCO Madrid,Noche,2018-08-03,Laborable,-3.692815199999999,40.4595762
2018-08-03 10:00:00,Despejado,Imprudencia,Leve,USERA                         ,AVENIDA DE CORDOBA NUM                                                                               2 Madrid,Mañana,2018-08-03,Laborable,-3.699293,40.386715
2018-08-03 11:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO           ,CALLE DE PUENTE LA REINA - CALLE DEL CASTILLO DE CANDANCHU Madrid,Mañana,2018-08-03,Laborable,-3.677925,40.5016902
2018-08-03 12:00:00,Despejado,Colision,Leve,CARABANCHEL                   ,AVENIDA DE OPORTO NUM                                                                                4 Madrid,Mañana,2018-08-03,Laborable,-3.7186466,40.3853893
2018-08-03 21:00:00,Despejado,Colision,Leve,ARGANZUELA                    ,GLORIETA DE SANTA MARIA DE LA CABEZA NUM                                                             10 Madrid,Noche,2018-08-03,Laborable,-3.6992976,40.4007167
2018-08-03 21:00:00,Despejado,Caida,Moderada,LATINA                        ,AVENIDA DE LOS CAPRICHOS - CALLE DE SEPULVEDA Madrid,Noche,2018-08-03,Laborable,-3.7289588,40.4066864
2018-08-03 21:00:00,Despejado,Caida,Leve,LATINA                        ,AVENIDA DE LOS CAPRICHOS - CALLE DE SEPULVEDA Madrid,Noche,2018-08-03,Laborable,-3.7289588,40.4066864
2018-08-04 10:00:00,Despejado,Caida,Leve,FUENCARRAL-EL PARDO           ,CARRIL  ANILLO VERDE CICLISTA KM.                                                                    53200 Madrid,Mañana,2018-08-04,Laborable,-3.764952199999999,40.4006459
2018-08-04 10:00:00,Despejado,Caida,Leve,LATINA                        ,CALLE DE LOS YEBENES NUM Madrid,Mañana,2018-08-04,Laborable,-3.7499959,40.394095
2018-08-05 09:00:00,Despejado,Caida,Leve,VICALVARO                     ,CALLE DEL TREN DE ARGANDA NUM                                                                        12 Madrid,Mañana,2018-08-05,Festivo,-3.61953,40.4036
2018-08-05 11:00:00,Despejado,Caida,Leve,ARGANZUELA                    ,CALLE DE MELILLA NUM                                                                                 6 Madrid,Mañana,2018-08-05,Festivo,-3.7106183,40.4015536
2018-08-05 12:00:00,Despejado,Caida,Leve,RETIRO                        ,CALLE DEL ALCALDE SAINZ DE BARANDA - CALLE DEL DOCTOR ESQUERDO Madrid,Mañana,2018-08-05,Festivo,-3.6692934,40.4164606
2018-08-06 18:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE ATOCHA NUM                                                                                  117 Madrid,Tarde,2018-08-06,Laborable,-3.6943979,40.4102758
2018-08-07 01:00:00,Despejado,Caida,Leve,CENTRO                        ,PLAZA DEL CALLEO NUM                                                                                 1 Madrid,Noche,2018-08-07,Laborable,-3.7061094,40.4198066
2018-08-07 12:00:00,Despejado,Caida,Leve,TETUAN                        ,CALLE DEL MIOSOTIS NUM                                                                               80 Madrid,Mañana,2018-08-07,Laborable,-3.7052589,40.4649739
2018-08-07 19:00:00,Despejado,Colision,Leve,VILLAVERDE                    ,CALLE  VIEJA DE PINTO - CALLE DE PALOMARES Madrid,Tarde,2018-08-07,Laborable,-3.7088299,40.3475894
2018-08-08 00:00:00,Despejado,Colision,Leve,SAN BLAS                      ,CALLE DE SUECIA NUM                                                                                  35 Madrid,Noche,2018-08-08,Laborable,-3.6044315,40.42548559999999
2018-08-08 01:00:00,Despejado,Caida,Leve,RETIRO                        ,PASEO DEL PRADO NUM                                                                                  11 Madrid,Noche,2018-08-08,Laborable,-3.69212,40.41416
2018-08-08 12:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE LOS ESTUDIOS NUM                                                                            7 Madrid,Mañana,2018-08-08,Laborable,-3.7072331,40.4117966
2018-08-08 21:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE CEDACEROS - CARRERA DE SAN JERONIMO Madrid,Noche,2018-08-08,Laborable,-3.6987472,40.416568
2018-08-09 02:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA               ,CALLE DE FRANCISCO Y JACINTO ALCANTARA - PASEO DEL REY Madrid,Noche,2018-08-09,Laborable,-3.722833,40.4275832
2018-08-09 13:00:00,Despejado,Caida,Leve,SALAMANCA                     ,CALLE DE ALCALA NUM                                                                                  237 Madrid,Tarde,2018-08-09,Laborable,-3.6628632,40.4315811
2018-08-09 21:00:00,Despejado,Caida,Leve,TETUAN                        ,AVENIDA DE ASTURIAS NUM                                                                              71 Madrid,Noche,2018-08-09,Laborable,-3.699743,40.4719216
2018-08-10 16:00:00,Despejado,Imprudencia,Moderada,CARABANCHEL                   ,CALLE DEL VALLE DE ORO NUM                                                                           27 Madrid,Tarde,2018-08-10,Laborable,-3.7273603,40.3878102
2018-08-11 00:00:00,Despejado,Colision,Grave,ARGANZUELA                    ,PLAZA DEL EMPERADOR CARLOS V NUM                                                                     3 Madrid,Noche,2018-08-11,Laborable,-3.6891862,40.4060877
2018-08-13 06:00:00,Despejado,Colision,Leve,CARABANCHEL                   ,CALLE DE SAN PATRICIO - CALLE DEL GENERAL RICARDOS Madrid,Mañana,2018-08-13,Laborable,-3.725806,40.3922877
2018-08-13 08:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS            ,CALLE DE EMBAJADORES NUM                                                                             320 Madrid,Mañana,2018-08-13,Laborable,-3.684587,40.3788729
2018-08-13 19:00:00,Despejado,Colision,Leve,CIUDAD LINEAL                 ,CALLE DE ARTURO SORIA NUM                                                                            277 Madrid,Tarde,2018-08-13,Laborable,-3.6674338,40.4700105
2018-08-18 04:00:00,Despejado,Colision,Leve,CENTRO                        ,PASEO DEL PRADO - PLAZA DE CANOVAS DEL CASTILLO Madrid,Noche,2018-08-18,Laborable,-3.6935287,40.4153082
2018-08-18 17:00:00,Despejado,Imprudencia,Leve,RETIRO                        ,PARQUE DEL RETIRO Madrid,Tarde,2018-08-18,Laborable,-3.6844995,40.4152606
2018-08-19 13:00:00,Despejado,Caida,Leve,FUENCARRAL-EL PARDO           ,CARRETERA DE COLMENAR NUM                                                                            16 Madrid,Tarde,2018-08-19,Festivo,-3.7823057,40.5327622
2018-08-20 20:00:00,Despejado,Caida,Leve,CHAMARTIN                     ,PASEO DE LA HABANA NUM                                                                               103 Madrid,Tarde,2018-08-20,Laborable,-3.682111299999999,40.4582626
2018-08-20 22:00:00,Despejado,Caida,Leve,PUENTE DE VALLECAS            ,AVENIDA DE ENTREVIAS - CALLE DEL PADRE LLANOS Madrid,Noche,2018-08-20,Laborable,-3.6694277,40.3828371
2018-08-21 20:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS            ,CALLE DE EMBAJADORES NUM                                                                             472 Madrid,Tarde,2018-08-21,Laborable,-3.6748652,40.3672034
2018-08-21 21:00:00,Despejado,Colision,Leve,CARABANCHEL                   ,AVENIDA DE LA PRINCESA JUANA DE AUSTRIA - AVENIDA DE LOS POBLADOS Madrid,Noche,2018-08-21,Laborable,-3.71934,40.37465
2018-08-21 21:00:00,Despejado,Caida,Leve,SAN BLAS                      ,CALLE DE LA ILIADA - CALLE DE PITAGORAS Madrid,Noche,2018-08-21,Laborable,-3.6070145,40.4365208
2018-08-23 08:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO           ,CALLE DE FRANCISCO TARREGA - CALLE DE ISABEL COLBRAND Madrid,Mañana,2018-08-23,Laborable,-3.6756553,40.5123135
2018-08-23 14:00:00,Despejado,Colision,Leve,SALAMANCA                     ,CALLE DE SERRANO NUM                                                                                 106 Madrid,Tarde,2018-08-23,Laborable,-3.6863556,40.4347155
2018-08-23 19:00:00,Despejado,Imprudencia,Moderada,CENTRO                        ,CALLE  MAYOR NUM                                                                                     1 Madrid,Tarde,2018-08-23,Laborable,-3.7046732,40.416463
2018-08-24 11:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE  MAYOR NUM                                                                                     2 Madrid,Mañana,2018-08-24,Laborable,-3.7048067,40.4166973
2018-08-25 09:00:00,Despejado,Caida,Leve,CIUDAD LINEAL                 ,CALLE DE ARTURO SORIA NUM                                                                            324 Madrid,Mañana,2018-08-25,Laborable,-3.6677507,40.4790565
2018-08-25 13:00:00,Despejado,Caida,Leve,VILLAVERDE                    ,CARRETERA DE VILLAVERDE A VALLECAS NUM                                                               3 Madrid,Tarde,2018-08-25,Laborable,-3.689753,40.3539633
2018-08-25 18:00:00,Despejado,Colision,Grave,MONCLOA-ARAVACA               ,CALLE DE LA PRINCESA NUM                                                                             17 Madrid,Tarde,2018-08-25,Laborable,-3.7132674,40.4260526
2018-08-26 13:00:00,Despejado,Caida,Leve,VILLAVERDE                    ,CALLE  GRAN VIA DE VILLAVERDE NUM Madrid,Tarde,2018-08-26,Festivo,-3.6934549,40.345787
2018-08-26 22:00:00,Despejado,Caida,Leve,ARGANZUELA                    ,PASEO DE SANTA MARIA DE LA CABEZA NUM                                                                23 Madrid,Noche,2018-08-26,Festivo,-3.6951152,40.4052353
2018-08-27 13:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE ATOCHA NUM                                                                                  42 Madrid,Tarde,2018-08-27,Laborable,-3.700060799999999,40.41270189999999
2018-08-27 21:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE LUCHANA NUM                                                                                 13 Madrid,Noche,2018-08-27,Laborable,-3.7010371,40.4300013
2018-08-28 00:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE FERNANDEZ DE LA HOZ - CALLE DE JOSE ABASCAL Madrid,Noche,2018-08-28,Laborable,-3.6945574,40.4382187
2018-08-28 13:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA               ,PASEO DE LOS CASTAÑOS Madrid,Tarde,2018-08-28,Laborable,-3.855997,40.40201709999999
2018-08-28 15:00:00,Despejado,Caida,Leve,HORTALEZA                     ,CALLE DE MONTEARAGON NUM                                                                             7 Madrid,Tarde,2018-08-28,Laborable,-3.658434,40.463523
2018-08-28 21:00:00,Despejado,Caida,Leve,HORTALEZA                     ,AVENIDA DE SECUNDINO ZUAZO - CALLE DE CESAR CORT BOTI Madrid,Noche,2018-08-28,Laborable,-3.6124067,40.4952337
2018-08-29 21:00:00,Despejado,Colision,Leve,RETIRO                        ,AVENIDA DE LA CIUDAD DE BARCELONA NUM                                                                154 Madrid,Noche,2018-08-29,Laborable,-3.6775465,40.4025992
2018-08-30 14:00:00,Despejado,Colision,Leve,ARGANZUELA                    ,CALLE DE LAS CANARIAS - PLAZA DE LUCA DE TENA Madrid,Tarde,2018-08-30,Laborable,-3.694387899999999,40.4019372
2018-08-30 18:00:00,Despejado,Colision,Leve,SAN BLAS                      ,AVENIDA DE GUADALAJARA - CALLE DE BULGARIA Madrid,Tarde,2018-08-30,Laborable,-3.619739,40.4196764
2018-08-31 16:00:00,Despejado,Colision,Leve,CHAMBERI                      ,PASEO DE LA CASTELLANA NUM                                                                           55 Madrid,Tarde,2018-08-31,Laborable,-3.6914178,40.4386251
2018-08-31 20:00:00,Despejado,Caida,Leve,SALAMANCA                     ,CALLE DE DIEGO DE LEON - CALLE DE VELAZQUEZ Madrid,Tarde,2018-08-31,Laborable,-3.6833148,40.4349455
2018-09-01 09:00:00,Despejado,Caida,Leve,CENTRO                        ,PLAZA DE LA VILLA NUM                                                                                3 Madrid,Mañana,2018-09-01,Laborable,-3.7101972,40.4149646
